Particle num,x,y,vx,vy,ay,ep,ek,cellRow,cellCol
60,795.954895,436.253876,20.222685,11.787838,-9.800000,0.000000,0.000000,2,4
61,335.087921,639.903503,19.748074,-0.200000,-9.800000,0.000000,0.000000,3,2
62,788.015259,396.869843,22.479841,16.948566,-9.800000,0.000000,0.000000,2,4
63,374.339813,599.501343,15.472207,-3.361360,-9.800000,0.000000,0.000000,3,2
64,604.367493,410.746246,9.528022,0.100000,-9.800000,0.000000,0.000000,2,3
65,207.929672,307.128418,5.325776,10.867773,-9.800000,0.000000,0.000000,1,1
66,706.029419,290.024933,17.044859,14.860014,-9.800000,0.000000,0.000000,1,4
67,693.050842,397.214661,15.979463,22.457762,-9.800000,0.000000,0.000000,2,4
68,380.076385,780.316589,17.629950,10.384949,-9.800000,0.000000,0.000000,4,2
69,731.996216,257.450745,2.896813,11.697710,-9.800000,0.000000,0.000000,1,4
70,39.287918,606.733521,27.258408,22.998972,-9.800000,0.000000,0.000000,3,0
71,798.042053,614.806396,29.638763,-5.468230,-9.800000,0.000000,0.000000,3,4
72,53.317894,106.448959,16.861584,20.640562,-9.800000,0.000000,0.000000,0,0
73,511.448212,776.755737,11.014539,-3.708419,-9.800000,0.000000,0.000000,4,3
74,488.577515,715.137024,9.889543,19.856031,-9.800000,0.000000,0.000000,4,3
75,686.547607,16.167006,7.684956,6.646378,-9.800000,0.000000,0.000000,0,4
76,473.255371,750.506042,18.276491,9.958649,-9.800000,0.000000,0.000000,4,2
77,28.492277,297.147614,8.736290,9.300720,-9.800000,0.000000,0.000000,1,0
78,153.379562,558.686584,29.848700,22.388218,-9.800000,0.000000,0.000000,3,0
79,550.899536,243.963913,28.434343,11.106462,-9.800000,0.000000,0.000000,1,3
80,602.983398,35.277660,9.775586,22.417351,-9.800000,0.000000,0.000000,0,3
81,74.204880,16.934607,22.323961,5.930941,-9.800000,0.000000,0.000000,0,0
82,463.183441,131.308044,9.128085,7.955305,-9.800000,0.000000,0.000000,0,2
83,278.095428,556.848083,25.172531,12.894094,-9.800000,0.000000,0.000000,3,1
84,504.651031,255.981430,-29.617762,4.615004,-9.800000,0.000000,0.000000,1,3
85,55.126324,382.223602,12.469782,19.977161,-9.800000,0.000000,0.000000,2,0
86,670.922302,290.802032,29.783752,14.483234,-9.800000,0.000000,0.000000,1,4
87,438.509460,398.796265,10.982151,4.963171,-9.800000,0.000000,0.000000,2,2
88,640.606873,539.676697,19.777706,8.382015,-9.800000,0.000000,0.000000,3,4
89,222.074142,607.813049,16.600555,1.948840,-9.800000,0.000000,0.000000,3,1
90,261.150818,621.633484,21.543278,22.021736,-9.800000,0.000000,0.000000,3,1
91,394.391205,74.329010,9.314039,13.633266,-9.800000,0.000000,0.000000,0,2
92,736.575500,591.799133,2.095276,-0.102000,-9.800000,0.000000,0.000000,3,4
93,617.504639,794.982361,10.178137,-24.417271,-9.800000,0.000000,0.000000,4,3
94,685.197205,216.813675,27.463505,22.594719,-9.800000,0.000000,0.000000,1,4
95,48.014149,466.368713,26.177822,-5.422218,-9.800000,0.000000,0.000000,2,0
96,505.084229,270.608826,-27.524246,19.859367,-9.800000,0.000000,0.000000,1,3
97,400.114960,171.718613,9.175897,19.232712,-9.800000,0.000000,0.000000,1,2
98,103.835091,491.418243,11.280495,-2.868097,-9.800000,0.000000,0.000000,3,0
99,638.935913,123.671928,24.282894,18.597244,-9.800000,0.000000,0.000000,0,3
100,60.608467,570.251770,27.446514,0.731721,-9.800000,0.0000
